example_id                                                                              | status  | run_time             |
./spec/services/match_service_spec.rb[1:1:8]                                            | unknown |                      |
./spec/services/match_service_spec.rb[1:1:9]                                            | unknown |                      |
./spec/services/match_service_spec.rb[1:1:10]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:11]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:12]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:13]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:14]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:15]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:16]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:17]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:18]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:19]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:20]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:21]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:22]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:23]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:24]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:25]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:26]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:27]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:28]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:29]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:30]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:31]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:32]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:33]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:34]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:35]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:36]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:37]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:38]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:39]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:40]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:41]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:42]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:43]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:44]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:45]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:46]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:47]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:48]                                           | unknown |                      |
./spec/services/match_service_spec.rb[1:1:49]                                           | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:1]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:2]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:3]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:4]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:5]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:6]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:7]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:1:8]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:1]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:2]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:3]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:4]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:5]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:6]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:7]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:8]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:9]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:2:10]                                   | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:1]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:2]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:3]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:4]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:5]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:6]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:7]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:8]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:9]                                    | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:10:1]                                 | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:10:2]                                 | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:3:11:1]                                 | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:1:1]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:1:2]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:2:1]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:2:2]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:3:1]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:3:2]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:4:1]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:4:2]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:5:1]                                  | unknown |                      |
./spec/services/playoff_stage_service_spec.rb[1:4:5:2]                                  | unknown |                      |
./spec/services/statistics_service_spec.rb[1:1:1:1]                                     | unknown |                      |
./spec/services/statistics_service_spec.rb[1:1:2:1]                                     | unknown |                      |
./spec/services/statistics_service_spec.rb[1:2:1]                                       | unknown |                      |
./spec/services/statistics_service_spec.rb[1:3:1]                                       | unknown |                      |
